InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
INV103679,P1019,Charger,7,2023-11-19,70.63,10051,Netherlands,494.40999999999997
INV103680,P1000,Backpack,5,2023-04-21,200.56,10166,United Kingdom,1002.8
INV103681,P1001,Laptop,5,2023-09-15,92.68,10199,Germany,463.40000000000003
INV103682,P1002,Laptop,3,2023-03-30,185.0,10004,Spain,555.0
INV103683,P1003,Mouse,5,2023-07-17,189.86,10021,Italy,949.3000000000001
INV103684,P1004,Laptop,2,2023-10-09,496.62,10171,France,993.24
INV103685,P1005,Monitor,4,2023-07-19,497.43,10131,Norway,1989.72
INV103686,P1006,Keyboard,6,2023-04-09,61.82,10048,France,370.92
INV103687,P1007,Mouse,1,2023-01-27,364.35,10117,Netherlands,364.35
INV103688,P1008,Laptop,4,2023-03-30,30.61,10182,Netherlands,122.44
INV103689,P1009,Headphones,6,2023-05-26,19.95,10006,Spain,119.69999999999999
INV103690,P1010,Headphones,9,2023-07-01,57.14,10004,Spain,514.26
INV103691,P1011,Charger,2,2023-09-14,482.92,10167,United Kingdom,965.84
INV103692,P1012,Backpack,7,2023-07-08,470.73,10183,United Kingdom,3295.11
INV103693,P1013,Smartwatch,6,2023-08-28,100.99,10098,Germany,605.9399999999999
INV103694,P1014,Phone Case,2,2023-12-25,85.03,10102,France,170.06
INV103695,P1015,Phone Case,8,2023-07-15,124.06,10083,Germany,992.48
INV103696,P1016,Backpack,7,2023-10-24,260.2,10032,United Kingdom,1821.3999999999999
INV103697,P1017,Keyboard,5,2023-06-14,287.0,10166,France,1435.0
INV103698,P1018,Charger,5,2023-11-03,114.69,10048,Norway,573.45
INV103699,P1019,Monitor,7,2023-09-28,379.53,10166,France,2656.71
INV103700,P1000,Headphones,9,2023-01-08,158.23,10085,Norway,1424.07
INV103701,P1001,Phone Case,9,2023-02-07,461.46,10112,Germany,4153.139999999999
INV103702,P1002,Monitor,9,2023-04-24,330.08,10043,Norway,2970.72
INV103703,P1003,Headphones,6,2023-12-05,220.99,10091,France,1325.94
INV103704,P1004,Headphones,6,2023-02-25,396.01,10196,Norway,2376.06
INV103705,P1005,Monitor,3,2023-12-25,409.87,10081,Spain,1229.6100000000001
INV103706,P1006,Phone Case,1,2023-05-18,148.79,10179,United Kingdom,148.79
INV103707,P1007,Charger,7,2023-04-12,173.16,10035,Norway,1212.12
INV103708,P1008,Charger,4,2023-11-30,468.3,10163,Italy,1873.2
INV103709,P1009,Headphones,1,2023-06-26,86.55,10112,Norway,86.55
INV103710,P1010,Monitor,8,2023-06-18,25.86,10146,France,206.88
INV103711,P1011,Phone Case,6,2023-12-05,229.76,10053,Norway,1378.56
INV103712,P1012,Mouse,6,2023-10-13,401.6,10142,Netherlands,2409.6000000000004
INV103713,P1013,Laptop,2,2023-09-18,386.98,10130,United Kingdom,773.96
INV103714,P1014,Backpack,1,2023-08-11,460.17,10083,France,460.17
INV103715,P1015,Keyboard,2,2023-07-18,268.93,10186,United Kingdom,537.86
INV103716,P1016,Headphones,4,2023-07-30,54.53,10199,Norway,218.12
INV103717,P1017,Mouse,2,2023-10-14,296.4,10027,France,592.8
INV103718,P1018,Monitor,1,2023-06-29,390.31,10162,United Kingdom,390.31
INV103719,P1019,Smartwatch,7,2023-09-07,51.2,10138,France,358.40000000000003
INV103720,P1000,Smartwatch,8,2023-08-19,90.47,10049,Norway,723.76
INV103721,P1001,Smartwatch,6,2023-01-23,11.08,10145,France,66.48
INV103722,P1002,Headphones,4,2023-02-17,298.86,10149,France,1195.44
INV103723,P1003,Monitor,6,2023-04-19,443.93,10150,Germany,2663.58
INV103724,P1004,Keyboard,3,2023-10-23,336.98,10087,Norway,1010.94
INV103725,P1005,Keyboard,8,2023-01-06,491.11,10001,Netherlands,3928.88
INV103726,P1006,Mouse,2,2023-02-07,36.2,10029,Germany,72.4
INV103727,P1007,Smartwatch,5,2023-06-18,451.99,10058,Germany,2259.95
INV103728,P1008,Charger,1,2023-12-22,407.96,10115,France,407.96
INV103729,P1009,Smartwatch,6,2023-10-10,160.55,10047,United Kingdom,963.3000000000001
INV103730,P1010,Keyboard,2,2023-07-22,486.9,10112,Germany,973.8
INV103731,P1011,Charger,4,2023-11-21,147.53,10097,France,590.12
INV103732,P1012,Keyboard,6,2023-11-09,445.21,10001,Norway,2671.2599999999998
INV103733,P1013,Keyboard,8,2023-09-30,440.97,10026,Italy,3527.76
INV103734,P1014,Mouse,8,2023-09-01,380.04,10182,Spain,3040.32
INV103735,P1015,Backpack,6,2023-11-23,283.92,10163,France,1703.52
INV103736,P1016,Charger,4,2023-02-16,64.4,10199,Germany,257.6
INV103737,P1017,Headphones,8,2023-09-06,268.33,10028,Italy,2146.64
INV103738,P1018,Headphones,8,2023-03-20,181.61,10131,United Kingdom,1452.88
INV103739,P1019,Smartwatch,1,2023-04-20,397.15,10151,United Kingdom,397.15
INV103740,P1000,Monitor,4,2023-01-13,380.27,10070,United Kingdom,1521.08
INV103741,P1001,Smartwatch,4,2023-12-31,455.75,10107,France,1823.0
INV103742,P1002,Monitor,7,2023-03-31,12.34,10054,Italy,86.38
INV103743,P1003,Keyboard,7,2023-12-08,405.51,10072,Norway,2838.5699999999997
INV103744,P1004,Phone Case,8,2023-12-14,469.54,10103,France,3756.32
INV103745,P1005,Smartwatch,5,2023-10-07,395.7,10061,United Kingdom,1978.5
INV103746,P1006,Backpack,7,2023-08-09,69.45,10151,France,486.15000000000003
INV103747,P1007,Phone Case,8,2023-03-14,45.23,10145,Spain,361.84
INV103748,P1008,Monitor,9,2023-08-22,15.32,10138,Spain,137.88
INV103749,P1009,Charger,3,2023-09-17,316.23,10197,France,948.69
INV103750,P1010,Smartwatch,3,2023-04-23,316.69,10160,France,950.0699999999999
INV103751,P1011,Laptop,4,2023-02-15,493.52,10187,United Kingdom,1974.08
INV103752,P1012,Mouse,5,2023-10-01,202.03,10138,Germany,1010.15
INV103753,P1013,Laptop,1,2023-02-12,169.29,10103,Italy,169.29
INV103754,P1014,Laptop,7,2023-07-27,314.09,10163,Italy,2198.6299999999997
INV103755,P1015,Charger,9,2023-12-15,413.68,10089,Germany,3723.12
INV103756,P1016,Headphones,8,2023-04-13,468.7,10146,France,3749.6
INV103757,P1017,Backpack,5,2023-05-04,402.55,10169,France,2012.75
INV103758,P1018,Laptop,4,2023-01-10,216.2,10171,Spain,864.8
INV103759,P1019,Laptop,7,2023-11-25,319.28,10006,Norway,2234.96
INV103760,P1000,Backpack,5,2023-07-06,428.87,10161,Netherlands,2144.35
INV103761,P1001,Headphones,7,2023-01-31,247.85,10053,Italy,1734.95
INV103762,P1002,Monitor,1,2023-06-05,112.26,10150,Italy,112.26
INV103763,P1003,Charger,1,2023-03-01,89.01,10115,Netherlands,89.01
INV103764,P1004,Smartwatch,3,2023-09-06,5.08,10002,Spain,15.24
INV103765,P1005,Keyboard,2,2023-09-27,360.53,10001,France,721.06
INV103766,P1006,Charger,2,2023-08-05,59.99,10089,Spain,119.98
INV103767,P1007,Keyboard,7,2023-01-02,125.7,10119,Norway,879.9
INV103768,P1008,Laptop,2,2023-01-24,152.45,10038,Netherlands,304.9
INV103769,P1009,Laptop,4,2023-07-25,282.39,10112,France,1129.56
INV103770,P1010,Smartwatch,2,2023-11-16,201.99,10026,Italy,403.98
INV103771,P1011,Laptop,6,2023-07-18,338.96,10052,United Kingdom,2033.7599999999998
INV103772,P1012,Phone Case,8,2023-12-22,32.54,10053,Italy,260.32
INV103773,P1013,Backpack,4,2023-04-24,66.35,10161,Norway,265.4
INV103774,P1014,Mouse,5,2023-10-07,252.11,10122,France,1260.5500000000002
INV103775,P1015,Backpack,4,2023-06-04,171.8,10112,Italy,687.2
INV103776,P1016,Smartwatch,3,2023-06-14,151.43,10002,United Kingdom,454.29
INV103777,P1017,Laptop,5,2023-08-10,38.18,10186,Spain,190.9
INV103778,P1018,Keyboard,9,2023-04-01,448.38,10071,Spain,4035.42
INV103779,P1019,Monitor,8,2023-06-16,347.45,10189,Netherlands,2779.6
INV103780,P1000,Laptop,8,2023-07-26,65.2,10050,Germany,521.6
INV103781,P1001,Monitor,8,2023-10-09,37.2,10151,Norway,297.6
INV103782,P1002,Smartwatch,8,2023-03-06,487.56,10064,Norway,3900.48
INV103783,P1003,Backpack,7,2023-01-04,342.18,10112,Norway,2395.26
INV103784,P1004,Monitor,8,2023-06-06,211.64,10102,Norway,1693.12
INV103785,P1005,Headphones,8,2023-09-06,352.36,10125,Germany,2818.88
INV103786,P1006,Laptop,8,2023-09-14,379.38,10128,United Kingdom,3035.04
INV103787,P1007,Mouse,7,2023-08-23,391.08,10050,Netherlands,2737.56
INV103788,P1008,Headphones,1,2023-11-02,241.55,10010,France,241.55
INV103789,P1009,Phone Case,4,2023-03-15,217.79,10050,Norway,871.16
INV103790,P1010,Charger,4,2023-07-06,10.46,10089,Italy,41.84
INV103791,P1011,Headphones,5,2023-03-03,463.65,10043,France,2318.25
INV103792,P1012,Backpack,6,2023-12-03,303.64,10186,United Kingdom,1821.84
INV103793,P1013,Charger,4,2023-06-13,105.56,10150,France,422.24
INV103794,P1014,Mouse,2,2023-02-25,460.2,10091,Norway,920.4
INV103795,P1015,Backpack,6,2023-04-21,457.89,10069,Norway,2747.34
INV103796,P1016,Monitor,8,2023-08-06,494.65,10070,Italy,3957.2
INV103797,P1017,Mouse,8,2023-08-28,437.66,10095,Spain,3501.28
INV103798,P1018,Smartwatch,7,2023-01-21,498.9,10067,France,3492.2999999999997
INV103799,P1019,Headphones,6,2023-05-21,126.12,10159,Norway,756.72
INV103800,P1000,Monitor,2,2023-09-22,421.91,10187,Norway,843.82
INV103801,P1001,Laptop,7,2023-05-19,412.4,10098,Netherlands,2886.7999999999997
INV103802,P1002,Smartwatch,5,2023-03-11,119.32,10001,United Kingdom,596.5999999999999
INV103803,P1003,Monitor,6,2023-04-28,53.73,10044,United Kingdom,322.38
INV103804,P1004,Smartwatch,8,2023-07-17,489.81,10130,United Kingdom,3918.48
INV103805,P1005,Laptop,8,2023-07-24,151.53,10037,Germany,1212.24
INV103806,P1006,Mouse,3,2023-08-02,436.09,10026,France,1308.27
INV103807,P1007,Laptop,7,2023-02-25,7.04,10083,Netherlands,49.28
INV103808,P1008,Smartwatch,1,2023-10-14,15.41,10014,Spain,15.41
INV103809,P1009,Backpack,1,2023-10-20,235.61,10130,Italy,235.61
INV103810,P1010,Laptop,7,2023-06-24,123.16,10063,France,862.12
INV103811,P1011,Backpack,9,2023-12-13,346.47,10192,Netherlands,3118.2300000000005
INV103812,P1012,Mouse,7,2023-05-08,284.95,10050,Italy,1994.6499999999999
INV103813,P1013,Charger,5,2023-11-21,43.36,10103,Spain,216.8
INV103814,P1014,Charger,8,2023-10-19,85.5,10128,United Kingdom,684.0
INV103815,P1015,Laptop,2,2023-10-15,197.08,10014,Norway,394.16
INV103816,P1016,Backpack,9,2023-08-14,96.87,10110,Spain,871.83
INV103817,P1017,Backpack,6,2023-03-05,397.15,10121,Netherlands,2382.8999999999996
INV103818,P1018,Laptop,9,2023-02-17,210.95,10100,Spain,1898.55
INV103819,P1019,Phone Case,2,2023-07-21,51.25,10177,United Kingdom,102.5
INV103820,P1000,Laptop,3,2023-12-03,244.75,10107,Spain,734.25
INV103821,P1001,Backpack,8,2023-03-01,49.96,10178,France,399.68
INV103822,P1002,Charger,1,2023-09-14,68.82,10166,France,68.82
INV103823,P1003,Monitor,7,2023-03-06,123.61,10103,United Kingdom,865.27
INV103824,P1004,Headphones,7,2023-08-27,430.47,10159,Italy,3013.29
INV103825,P1005,Smartwatch,1,2023-10-16,462.68,10001,Netherlands,462.68
INV103826,P1006,Keyboard,9,2023-02-07,414.0,10197,Norway,3726.0
INV103827,P1007,Charger,8,2023-01-25,170.37,10020,United Kingdom,1362.96
INV103828,P1008,Mouse,4,2023-02-28,139.86,10135,Spain,559.44
INV103829,P1009,Laptop,5,2023-12-23,276.83,10059,Germany,1384.1499999999999
INV103830,P1010,Phone Case,2,2023-10-24,362.32,10052,France,724.64
INV103831,P1011,Phone Case,9,2023-06-07,496.72,10123,Netherlands,4470.4800000000005
INV103832,P1012,Monitor,6,2023-02-26,70.13,10163,France,420.78
INV103833,P1013,Phone Case,3,2023-02-17,29.4,10095,United Kingdom,88.19999999999999
INV103834,P1014,Keyboard,7,2023-11-24,348.71,10095,United Kingdom,2440.97
INV103835,P1015,Headphones,9,2023-02-25,416.95,10071,Italy,3752.5499999999997
INV103836,P1016,Phone Case,3,2023-03-06,423.94,10189,Norway,1271.82
INV103837,P1017,Charger,2,2023-09-25,340.84,10189,Spain,681.68
INV103838,P1018,Charger,7,2023-03-10,477.24,10197,Germany,3340.6800000000003
INV103839,P1019,Phone Case,7,2023-08-04,257.95,10002,France,1805.6499999999999
INV103840,P1000,Monitor,4,2023-03-30,457.34,10127,France,1829.36
INV103841,P1001,Smartwatch,9,2023-10-08,484.07,10068,United Kingdom,4356.63
INV103842,P1002,Headphones,8,2023-09-14,424.34,10061,Germany,3394.72
INV103843,P1003,Mouse,1,2023-06-09,158.33,10153,Spain,158.33
INV103844,P1004,Charger,1,2023-08-22,102.13,10027,Netherlands,102.13
INV103845,P1005,Monitor,5,2023-05-11,276.32,10130,France,1381.6
INV103846,P1006,Keyboard,6,2023-02-18,229.24,10095,France,1375.44
INV103847,P1007,Phone Case,3,2023-05-27,439.49,10103,Italy,1318.47
INV103848,P1008,Phone Case,9,2023-11-12,54.52,10149,Netherlands,490.68
INV103849,P1009,Monitor,6,2023-01-02,132.58,10080,Netherlands,795.48
INV103850,P1010,Monitor,4,2023-11-25,377.14,10102,France,1508.56
INV103851,P1011,Headphones,7,2023-05-25,52.02,10149,France,364.14000000000004
INV103852,P1012,Keyboard,8,2023-03-02,163.78,10150,France,1310.24
INV103853,P1013,Charger,9,2023-09-30,196.64,10014,France,1769.7599999999998
INV103854,P1014,Headphones,6,2023-02-18,313.18,10133,United Kingdom,1879.08
INV103855,P1015,Keyboard,6,2023-11-28,83.28,10177,Netherlands,499.68
INV103856,P1016,Laptop,8,2023-05-11,431.0,10048,Netherlands,3448.0
INV103857,P1017,Backpack,5,2023-02-12,226.53,10089,France,1132.65
INV103858,P1018,Mouse,3,2023-02-26,458.93,10134,France,1376.79
INV103859,P1019,Laptop,3,2023-02-19,236.6,10026,Germany,709.8
INV103860,P1000,Laptop,6,2023-06-27,141.14,10050,Netherlands,846.8399999999999
INV103861,P1001,Phone Case,2,2023-10-20,75.21,10107,Spain,150.42
INV103862,P1002,Laptop,6,2023-02-15,6.85,10098,Spain,41.099999999999994
INV103863,P1003,Backpack,6,2023-06-19,268.42,10128,Norway,1610.52
INV103864,P1004,Mouse,8,2023-09-28,58.04,10183,Germany,464.32
INV103865,P1005,Mouse,7,2023-12-02,198.91,10062,France,1392.37
INV103866,P1006,Headphones,8,2023-05-19,296.69,10103,France,2373.52
INV103867,P1007,Mouse,9,2023-09-04,141.46,10169,United Kingdom,1273.14
INV103868,P1008,Smartwatch,6,2023-05-28,91.74,10127,Norway,550.4399999999999
INV103869,P1009,Mouse,3,2023-08-18,388.49,10103,Italy,1165.47
INV103870,P1010,Smartwatch,3,2023-10-07,473.66,10038,Netherlands,1420.98
INV103871,P1011,Laptop,1,2023-05-05,54.72,10151,Germany,54.72
INV103872,P1012,Smartwatch,5,2023-07-11,82.02,10080,Norway,410.09999999999997
INV103873,P1013,Monitor,4,2023-03-21,480.21,10053,United Kingdom,1920.84
INV103874,P1014,Keyboard,9,2023-04-04,23.7,10080,Spain,213.29999999999998
INV103875,P1015,Mouse,9,2023-08-14,488.93,10065,France,4400.37
INV103876,P1016,Mouse,5,2023-03-06,7.3,10017,Spain,36.5
INV103877,P1017,Charger,4,2023-03-29,437.47,10053,France,1749.88
INV103878,P1018,Keyboard,7,2023-03-29,157.13,10052,Germany,1099.9099999999999
INV103879,P1019,Keyboard,6,2023-07-20,469.6,10134,France,2817.6000000000004
INV103880,P1000,Phone Case,4,2023-08-02,161.89,10192,Norway,647.56
INV103881,P1001,Charger,2,2023-07-23,328.88,10189,Norway,657.76
INV103882,P1002,Keyboard,1,2023-03-30,44.62,10110,Netherlands,44.62
INV103883,P1003,Keyboard,4,2023-03-02,124.95,10129,France,499.8
INV103884,P1004,Monitor,4,2023-09-28,387.97,10087,Italy,1551.88
INV103885,P1005,Smartwatch,1,2023-04-04,266.7,10041,Italy,266.7
INV103886,P1006,Mouse,6,2023-11-03,464.34,10103,Spain,2786.04
INV103887,P1007,Backpack,4,2023-01-27,217.23,10123,Germany,868.92
INV103888,P1008,Phone Case,1,2023-08-02,435.56,10102,France,435.56
INV103889,P1009,Headphones,1,2023-03-15,227.23,10157,France,227.23
INV103890,P1010,Phone Case,1,2023-03-02,489.73,10139,Netherlands,489.73
INV103891,P1011,Laptop,8,2023-07-05,480.12,10052,Netherlands,3840.96
INV103892,P1012,Phone Case,8,2023-01-31,167.92,10128,Spain,1343.36
INV103893,P1013,Headphones,2,2023-08-07,443.53,10096,Italy,887.06
INV103894,P1014,Laptop,7,2023-01-12,424.57,10062,France,2971.99
INV103895,P1015,Laptop,8,2023-10-29,109.29,10157,Italy,874.32
INV103896,P1016,Keyboard,8,2023-02-01,314.02,10130,United Kingdom,2512.16
INV103897,P1017,Backpack,7,2023-06-09,40.98,10089,Netherlands,286.85999999999996
INV103898,P1018,Laptop,5,2023-08-25,419.17,10120,Netherlands,2095.85
INV103899,P1019,Keyboard,1,2023-08-15,91.4,10083,Italy,91.4
INV103900,P1000,Smartwatch,9,2023-06-30,40.05,10008,United Kingdom,360.45
INV103901,P1001,Backpack,7,2023-11-13,203.11,10150,Spain,1421.77
INV103902,P1002,Phone Case,2,2023-02-15,290.58,10156,Norway,581.16
INV103903,P1003,Laptop,6,2023-12-07,428.18,10000,Netherlands,2569.08
INV103904,P1004,Backpack,2,2023-03-21,487.25,10128,Spain,974.5
INV103905,P1005,Monitor,1,2023-05-15,222.55,10061,Spain,222.55
INV103906,P1006,Headphones,7,2023-09-17,34.92,10130,Germany,244.44
INV103907,P1007,Mouse,2,2023-11-04,375.81,10001,United Kingdom,751.62
INV103908,P1008,Smartwatch,2,2023-09-04,284.76,10110,Germany,569.52
INV103909,P1009,Keyboard,5,2023-06-08,226.71,10186,Norway,1133.55
INV103910,P1010,Monitor,5,2023-07-22,158.09,10017,Netherlands,790.45
INV103911,P1011,Headphones,7,2023-04-22,253.69,10163,Italy,1775.83
INV103912,P1012,Monitor,1,2023-10-19,172.65,10120,Norway,172.65
INV103913,P1013,Phone Case,8,2023-11-06,379.72,10088,Germany,3037.76
INV103914,P1014,Smartwatch,3,2023-04-29,274.23,10088,Germany,822.69
INV103915,P1015,Laptop,4,2023-01-17,439.04,10141,Germany,1756.16
INV103916,P1016,Phone Case,9,2023-11-27,274.05,10138,Spain,2466.4500000000003
INV103917,P1017,Smartwatch,4,2023-08-15,122.94,10020,Germany,491.76
INV103918,P1018,Charger,5,2023-12-27,426.29,10089,Spain,2131.4500000000003
INV103919,P1019,Keyboard,7,2023-04-27,280.82,10034,Italy,1965.74
INV103920,P1000,Phone Case,4,2023-02-12,107.39,10187,United Kingdom,429.56
INV103921,P1001,Smartwatch,1,2023-04-25,313.64,10156,Italy,313.64
INV103922,P1002,Mouse,9,2023-10-10,182.07,10047,Netherlands,1638.6299999999999
INV103923,P1003,Backpack,4,2023-02-06,422.98,10074,Netherlands,1691.92
INV103924,P1004,Monitor,9,2023-10-29,229.38,10197,Netherlands,2064.42
INV103925,P1005,Phone Case,6,2023-04-23,364.59,10123,Italy,2187.54
INV103926,P1006,Monitor,1,2023-02-04,52.29,10088,United Kingdom,52.29
INV103927,P1007,Keyboard,3,2023-05-12,201.03,10092,Norway,603.09
INV103928,P1008,Keyboard,2,2023-12-02,491.7,10051,France,983.4
INV103929,P1009,Headphones,9,2023-12-02,405.19,10130,United Kingdom,3646.71
INV103930,P1010,Backpack,1,2023-08-16,84.17,10052,France,84.17
INV103931,P1011,Monitor,9,2023-05-27,142.49,10129,Norway,1282.41
INV103932,P1012,Laptop,9,2023-05-02,168.26,10034,Spain,1514.34
INV103933,P1013,Keyboard,8,2023-03-22,326.93,10190,Netherlands,2615.44
INV103934,P1014,Laptop,8,2023-06-22,379.71,10102,United Kingdom,3037.68
INV103935,P1015,Monitor,1,2023-06-03,376.02,10122,United Kingdom,376.02
INV103936,P1016,Keyboard,8,2023-05-30,257.39,10192,Germany,2059.12
INV103937,P1017,Mouse,3,2023-02-27,406.36,10106,Italy,1219.08
INV103938,P1018,Phone Case,7,2023-03-04,221.35,10002,Germany,1549.45
INV103939,P1019,Charger,1,2023-06-05,66.32,10061,Germany,66.32
INV103940,P1000,Keyboard,1,2023-12-22,284.4,10160,Germany,284.4
INV103941,P1001,Laptop,5,2023-11-18,476.39,10171,Spain,2381.95
INV103942,P1002,Headphones,5,2023-06-17,397.53,10023,Germany,1987.6499999999999
INV103943,P1003,Charger,8,2023-06-15,291.46,10171,Norway,2331.68
INV103944,P1004,Backpack,7,2023-03-26,325.17,10189,Netherlands,2276.19
INV103945,P1005,Smartwatch,8,2023-05-17,465.63,10052,Spain,3725.04
INV103946,P1006,Smartwatch,6,2023-07-08,217.03,10006,Netherlands,1302.18
INV103947,P1007,Backpack,6,2023-01-02,169.04,10014,Netherlands,1014.24
INV103948,P1008,Phone Case,2,2023-04-16,488.73,10121,United Kingdom,977.46
INV103949,P1009,Charger,6,2023-12-30,432.4,10197,Norway,2594.3999999999996
INV103950,P1010,Backpack,5,2023-03-13,164.91,10095,France,824.55
INV103951,P1011,Smartwatch,3,2023-05-06,234.57,10087,Netherlands,703.71
INV103952,P1012,Monitor,6,2023-06-19,210.46,10186,United Kingdom,1262.76
INV103953,P1013,Keyboard,8,2023-07-24,78.8,10187,Germany,630.4
INV103954,P1014,Headphones,9,2023-11-09,479.12,10006,Norway,4312.08
INV103955,P1015,Backpack,1,2023-12-03,205.13,10035,Netherlands,205.13
INV103956,P1016,Monitor,3,2023-07-14,438.29,10136,Norway,1314.8700000000001
INV103957,P1017,Mouse,3,2023-06-07,98.73,10089,Spain,296.19
INV103958,P1018,Backpack,8,2023-05-21,276.2,10001,France,2209.6
INV103959,P1019,Headphones,1,2023-10-02,16.86,10112,Spain,16.86
INV103960,P1000,Charger,5,2023-01-07,383.29,10023,Spain,1916.45
INV103961,P1001,Backpack,3,2023-02-23,292.55,10159,United Kingdom,877.6500000000001
INV103962,P1002,Backpack,2,2023-04-14,314.67,10189,United Kingdom,629.34
INV103963,P1003,Headphones,8,2023-12-08,30.6,10186,Netherlands,244.8
INV103964,P1004,Mouse,3,2023-12-04,109.46,10163,Italy,328.38
INV103965,P1005,Smartwatch,7,2023-03-02,41.79,10159,France,292.53
INV103966,P1006,Smartwatch,1,2023-03-28,148.01,10161,Italy,148.01
INV103967,P1007,Laptop,6,2023-09-15,315.58,10003,Netherlands,1893.48
INV103968,P1008,Charger,3,2023-06-27,285.26,10133,Italy,855.78
INV103969,P1009,Backpack,8,2023-08-30,308.01,10052,United Kingdom,2464.08
INV103970,P1010,Laptop,6,2023-07-22,276.88,10151,Netherlands,1661.28
INV103971,P1011,Mouse,2,2023-01-31,140.15,10100,Germany,280.3
INV103972,P1012,Backpack,6,2023-10-16,126.03,10013,Italy,756.1800000000001
INV103973,P1013,Backpack,7,2023-03-21,72.84,10004,France,509.88
INV103974,P1014,Smartwatch,5,2023-01-11,425.29,10174,Spain,2126.4500000000003
INV103975,P1015,Backpack,3,2023-09-11,310.16,10158,France,930.48
INV103976,P1016,Mouse,4,2023-10-14,97.32,10053,France,389.28
INV103977,P1017,Phone Case,4,2023-06-25,92.72,10058,Italy,370.88
INV103978,P1018,Mouse,6,2023-05-06,437.15,10100,Spain,2622.8999999999996
INV103979,P1019,Smartwatch,1,2023-02-16,372.65,10050,Spain,372.65
INV103980,P1000,Smartwatch,4,2023-07-25,331.4,10017,Spain,1325.6
INV103981,P1001,Laptop,4,2023-04-17,206.4,10102,France,825.6
INV103982,P1002,Monitor,1,2023-10-02,134.68,10120,Netherlands,134.68
INV103983,P1003,Smartwatch,9,2023-12-03,489.83,10041,Germany,4408.47
INV103984,P1004,Keyboard,4,2023-05-03,399.63,10159,Netherlands,1598.52
INV103985,P1005,Smartwatch,7,2023-05-14,154.38,10171,Germany,1080.6599999999999
INV103986,P1006,Smartwatch,3,2023-04-17,424.54,10026,Spain,1273.6200000000001
INV103987,P1007,Laptop,3,2023-11-01,380.67,10023,Norway,1142.01
INV103988,P1008,Monitor,8,2023-11-25,152.05,10129,Norway,1216.4
INV103989,P1009,Mouse,8,2023-02-19,216.14,10151,Germany,1729.12
INV103990,P1010,Monitor,1,2023-12-03,97.05,10187,Italy,97.05
INV103991,P1011,Headphones,2,2023-04-05,59.97,10174,Germany,119.94
INV103992,P1012,Monitor,8,2023-09-25,362.77,10125,Spain,2902.16
INV103993,P1013,Keyboard,1,2023-01-23,137.42,10146,Norway,137.42
INV103994,P1014,Laptop,8,2023-02-23,410.93,10161,Spain,3287.44
INV103995,P1015,Keyboard,8,2023-09-11,497.83,10047,France,3982.64
INV103996,P1016,Keyboard,2,2023-08-23,42.93,10013,France,85.86
INV103997,P1017,Phone Case,4,2023-02-28,239.15,10057,United Kingdom,956.6
INV103998,P1018,Keyboard,6,2023-06-13,402.02,10004,Norway,2412.12
INV103999,P1019,Headphones,9,2023-09-16,395.53,10054,France,3559.7699999999995
INV104000,P1000,Backpack,8,2023-11-10,381.2,10112,Germany,3049.6
INV104001,P1001,Phone Case,8,2023-08-04,177.75,10087,Germany,1422.0
INV104002,P1002,Monitor,7,2023-07-02,229.66,10163,Netherlands,1607.62
INV104003,P1003,Backpack,9,2023-02-26,299.51,10144,United Kingdom,2695.59
INV104004,P1004,Mouse,2,2023-05-25,487.1,10189,Netherlands,974.2
INV104005,P1005,Monitor,3,2023-03-31,167.14,10051,Netherlands,501.41999999999996
INV104006,P1006,Backpack,8,2023-11-07,461.96,10186,Germany,3695.68
INV104007,P1007,Laptop,6,2023-02-14,138.33,10123,Netherlands,829.98
INV104008,P1008,Headphones,9,2023-09-14,494.59,10003,Spain,4451.3099999999995
INV104009,P1009,Laptop,4,2023-01-21,336.78,10138,Spain,1347.12
INV104010,P1010,Charger,8,2023-01-21,234.44,10159,Germany,1875.52
INV104011,P1011,Backpack,3,2023-02-21,308.63,10071,Italy,925.89
INV104012,P1012,Charger,3,2023-12-04,139.9,10171,Germany,419.70000000000005
INV104013,P1013,Smartwatch,8,2023-06-20,140.72,10065,United Kingdom,1125.76
INV104014,P1014,Keyboard,5,2023-03-08,61.21,10021,Italy,306.05
INV104015,P1015,Keyboard,3,2023-04-23,61.45,10026,United Kingdom,184.35000000000002
INV104016,P1016,Monitor,1,2023-10-27,177.1,10085,Italy,177.1
INV104017,P1017,Monitor,3,2023-06-09,382.61,10112,Netherlands,1147.83
INV104018,P1018,Monitor,9,2023-09-23,305.95,10052,France,2753.5499999999997
INV104019,P1019,Mouse,5,2023-11-16,55.78,10129,France,278.9
INV104020,P1000,Backpack,2,2023-08-20,426.86,10047,Germany,853.72
INV104021,P1001,Monitor,7,2023-11-21,302.68,10013,France,2118.76
INV104022,P1002,Headphones,2,2023-03-09,480.62,10130,Spain,961.24
INV104023,P1003,Charger,4,2023-01-28,336.74,10151,France,1346.96
INV104024,P1004,Keyboard,7,2023-04-26,91.71,10161,Spain,641.9699999999999
INV104025,P1005,Charger,4,2023-02-20,239.52,10053,France,958.08
INV104026,P1006,Phone Case,7,2023-06-30,326.01,10011,Norway,2282.0699999999997
INV104027,P1007,Backpack,7,2023-09-17,18.99,10163,France,132.92999999999998
INV104028,P1008,Charger,1,2023-03-20,12.38,10058,Netherlands,12.38
